content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,content_age_days,days_since_last_update,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,trend_pct,age_tier,age_tier_order,freshness_tier,word_count_tier,char_count_tier,impression_tier,position_tier,trend_direction,is_declining_label,is_missing_position,is_missing_keyword_context,is_missing_word_count,log_impressions_90d,log_clicks_90d,log_sessions_90d,engaged_session_ratio,click_to_session_ratio,ml_opportunity_probability,opportunity_score,priority,action,primary_reason,confidence,queue_rank
content_51df4c18eb86,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6031.0,38813.0,,gemini-3-flash-preview,299,104,21987,5,113,82,82,1,0,10,88,26,4852,0,21,6414,3,10,0.02,20.0,1.22,8.85,0.0,-24.4,181-365,5,91-180,3500+,25000+,good,striking,down,1,0,1,0,9.998252128980551,1.791759469228055,4.418840607796598,0.0121951219512195,10.0,0.8093,78.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.85,54
content_24792450aff3,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4184.0,27806.0,,gemini-2.5-flash,224,20,116249,678,741,571,544,8,0,259,88,88,21987,177,172,49505,319,254,0.58,4.8,1.4,34.95,0.0,-55.6,181-365,5,0-30,3500+,25000+,excellent,page_1,down,1,0,1,0,11.663498323449602,6.520621127558696,6.349138991379798,0.0140105078809106,0.8421828908554573,0.9267,78.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.91,55
content_9d95058d8c5d,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,5135.0,33865.0,,gemini-2.5-flash,225,20,20324,7,18,15,14,0,0,4,88,13,542,3,3,4697,1,3,0.03,3.4,0.0,22.22,0.0,-88.5,181-365,5,0-30,3500+,25000+,good,page_1,down,1,0,1,0,9.919606934416011,2.079441541679836,2.772588722239781,0.0,2.142857142857143,0.8879,78.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,56
content_5fe46e04994d,client_4e07408562,1900.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,gpt-4o-mini,537,104,517715,741,580,520,504,22,2,156,88,88,120791,220,145,218786,250,181,0.14,4.2,4.23,26.9,0.38,-44.8,365+,6,91-180,unknown,unknown,excellent,page_1,down,1,0,0,1,13.15718210834249,6.60934924316738,6.255750041753367,0.0423076923076923,0.7017543859649122,0.7905,78.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.85,57
content_ae758b67a3ee,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6248.0,40493.0,,gemini-3-flash-preview,286,104,5517,2,135,113,115,0,2,15,88,23,326,1,21,980,1,2,0.04,4.0,0.0,11.11,1.77,-66.7,181-365,5,91-180,3500+,25000+,good,page_1,down,1,0,1,0,8.615770754777232,1.0986122886681098,4.736198448394496,0.0,10.0,0.8799,78.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,58
content_1b51115391a3,client_3fdba35f04,10.0,0.18,LOW,5.7,keyword article,informational,1587.0,10250.0,,gpt-4o-mini,155,104,3221,0,31,25,25,0,0,6,88,11,294,0,3,789,0,4,0.0,9.5,0.0,19.35,0.0,-62.7,91-180,4,91-180,1000-2000,8000-15000,good,page_1,down,1,0,0,0,8.07775756373692,0.0,3.258096538021482,0.0,10.0,0.9002,78.4,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.9,59
content_5f7fade16765,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3611.0,23468.0,,gemini-2.5-flash,225,20,30781,46,64,59,54,1,0,28,88,37,1597,4,6,9316,10,17,0.15,11.6,1.69,43.75,0.0,-82.9,181-365,5,0-30,3500+,15000-25000,excellent,striking,down,1,0,1,0,10.3346853825399,3.8501476017100575,4.0943445622221,0.0169491525423728,1.2826086956521738,0.8856,78.4,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,60
content_5e9035cd276f,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5765.0,38293.0,,gemini-3-flash-preview,153,104,9253,4,106,60,60,1,0,3,88,22,2042,1,44,3506,1,8,0.04,8.1,1.67,2.83,0.0,-41.8,91-180,4,91-180,3500+,25000+,good,page_1,down,1,0,1,0,9.132811169466946,1.6094379124341005,4.110873864173311,0.0166666666666666,10.0,0.854,78.4,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,61
content_f55fd2d8ed04,client_4e07408562,30.0,0.0,LOW,0.0,keyword article,informational,1604.0,10492.0,,gpt-4o-mini,230,104,2237,2,6,6,6,0,0,0,80,6,75,0,0,497,0,2,0.09,1.3,0.0,0.0,0.0,-84.9,181-365,5,91-180,1000-2000,8000-15000,moderate,top_3,down,1,0,0,0,7.71333788887187,1.0986122886681098,1.9459101490553128,0.0,3.0,0.9313,78.4,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.82,62
content_50dfd64f9e8e,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,transactional,0.0,0.0,,,330,104,4446,0,1,1,1,0,0,0,81,1,1444,0,1,1530,0,0,0.0,2.4,0.0,0.0,0.0,-5.6,181-365,5,91-180,unknown,unknown,good,top_3,stable,0,0,1,1,8.399984990510696,0.0,0.6931471805599453,0.0,1.0,0.8834,78.4,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,63
content_c4d56710ca6c,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6887.0,44649.0,,gemini-3-flash-preview,286,104,19032,7,116,62,62,1,0,2,88,33,3591,3,40,5687,2,17,0.04,16.7,1.61,1.72,0.0,-36.9,181-365,5,91-180,3500+,25000+,good,striking,down,1,0,1,0,9.853929593687784,2.079441541679836,4.143134726391533,0.0161290322580645,8.857142857142858,0.8167,78.4,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.86,64
content_3a3391080e53,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4676.0,29431.0,,gemini-2.5-flash,224,20,28404,48,62,55,52,1,0,32,88,37,2795,5,11,7856,18,19,0.17,4.5,1.82,51.61,0.0,-64.4,181-365,5,0-30,3500+,25000+,good,page_1,down,1,0,1,0,10.254320464991228,3.8918202981106265,4.02535169073515,0.0181818181818181,1.1458333333333333,0.8913,78.3,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.9,65
content_6973328a6bb8,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3527.0,22737.0,,gemini-2.5-flash,224,20,16512,12,17,13,13,1,0,6,88,12,708,6,5,5051,3,4,0.07,1.0,7.69,35.29,0.0,-86.0,181-365,5,0-30,3500+,15000-25000,good,top_3,down,1,0,1,0,9.711903228462988,2.5649493574615367,2.6390573296152584,0.0769230769230769,1.0833333333333333,0.9143,78.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.91,66
content_5195668f06db,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,144,104,6635,0,10,10,10,0,0,8,88,4,1038,0,10,2752,0,0,0.0,5.2,0.0,80.0,0.0,-62.3,91-180,4,91-180,unknown,unknown,good,page_1,down,1,0,1,1,8.800264651310336,0.0,2.3978952727983707,0.0,10.0,0.855,78.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,67
content_7ae230422776,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6070.0,39939.0,,gemini-3-flash-preview,144,104,2449,1,42,22,22,1,0,1,84,9,153,0,13,683,0,5,0.04,2.7,4.55,2.38,0.0,-77.6,91-180,4,91-180,3500+,25000+,moderate,top_3,down,1,0,1,0,7.803843303538772,0.6931471805599453,3.1354942159291497,0.0454545454545454,10.0,0.9211,78.0,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.82,68
content_d6570c51c9bd,client_3fdba35f04,14800.0,0.54,MEDIUM,0.26,keyword article,informational,1362.0,8580.0,,gpt-4o-mini,165,104,2498,0,15,9,9,0,0,2,74,8,63,0,1,145,0,1,0.0,10.1,0.0,13.33,0.0,-56.6,91-180,4,91-180,1000-2000,8000-15000,moderate,striking,down,1,0,0,0,7.823645930834952,0.0,2.302585092994046,0.0,9.0,0.9039,78.0,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.81,69
content_714cd092a56f,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,commercial,4684.0,30591.0,,gemini-2.5-flash,224,20,22127,70,82,73,71,2,0,33,88,46,2222,19,19,8043,27,26,0.32,17.5,2.74,40.24,0.0,-72.4,181-365,5,0-30,3500+,25000+,good,striking,down,1,0,1,0,10.00459905390454,4.262679877041316,4.30406509320417,0.0273972602739726,1.042857142857143,0.9215,78.0,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.91,70
content_b01010836789,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,4784.0,31973.0,,gemini-3-flash-preview,211,104,9345,5,133,115,114,0,0,15,86,17,132,0,12,167,0,9,0.05,14.5,0.0,11.28,0.0,-21.0,181-365,5,91-180,3500+,25000+,good,striking,down,1,0,1,0,9.142703723260372,1.791759469228055,4.7535901911063645,0.0,10.0,0.8429,78.0,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.87,71
content_62e323c7fb6c,client_3fdba35f04,30.0,0.92,HIGH,5.74,keyword article,transactional,1648.0,10445.0,,gpt-4o-mini,284,104,2493,2,39,31,31,1,2,8,86,17,136,1,3,753,0,3,0.08,7.7,3.23,20.51,6.45,-81.9,181-365,5,91-180,1000-2000,8000-15000,moderate,page_1,down,1,0,0,0,7.821643126239982,1.0986122886681098,3.4657359027997265,0.032258064516129,10.0,0.9222,78.0,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.82,72
content_19c233eee601,client_19581e27de,20.0,0.0,LOW,0.0,keyword article,transactional,3167.0,22623.0,google,gemini-2.5-flash,139,104,16253,20,20,19,19,0,0,0,88,12,2789,11,15,3837,3,4,0.12,3.8,0.0,0.0,0.0,-27.3,91-180,4,91-180,2000-3500,15000-25000,good,page_1,down,1,0,0,0,9.69609431131315,3.044522437723423,2.995732273553991,0.0,0.95,0.8241,78.0,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.86,73
content_ccf887ee3581,client_4e07408562,110.0,0.0,LOW,0.0,keyword article,informational,1377.0,8782.0,,gpt-4o-mini,326,104,2993,1,3,3,3,0,0,1,87,3,236,0,0,810,0,0,0.03,5.5,0.0,33.33,0.0,-70.9,181-365,5,91-180,1000-2000,8000-15000,moderate,page_1,down,1,0,0,0,8.004365564979574,0.6931471805599453,1.3862943611198906,0.0,3.0,0.8961,77.9,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.9,74
content_99267472fd35,client_19581e27de,140.0,0.17,LOW,0.82,keyword article,commercial,3740.0,28037.0,google,gemini-2.5-flash,139,104,18330,10,26,25,25,0,0,2,88,18,2971,2,16,10235,6,9,0.05,6.3,0.0,7.69,0.0,-71.0,91-180,4,91-180,3500+,25000+,good,page_1,down,1,0,0,0,9.816348894719363,2.3978952727983707,3.258096538021482,0.0,2.5,0.8061,77.9,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.85,75
content_8f65a4dbfd0e,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,256,104,9848,5,8,8,8,1,0,2,88,8,459,1,2,7573,3,6,0.05,1.1,12.5,25.0,0.0,-93.9,181-365,5,91-180,unknown,unknown,good,top_3,down,1,0,1,1,9.195125206169704,1.791759469228055,2.19722457733622,0.125,1.6,0.8651,77.9,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,76
content_b331a2c7719d,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,6515.0,43942.0,google,gemini-2.5-flash,139,104,5132,0,100,73,73,1,0,5,88,27,384,0,23,2442,0,6,0.0,11.5,1.37,5.0,0.0,-84.3,91-180,4,91-180,3500+,25000+,good,striking,down,1,0,1,0,8.543445562560303,0.0,4.30406509320417,0.0136986301369863,10.0,0.8661,77.9,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,77
content_3585f0ab30e6,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,transactional,4977.0,33447.0,,gemini-2.5-flash,141,20,17237,67,87,67,65,3,0,38,88,41,2466,10,9,6418,29,26,0.39,18.8,4.48,43.68,0.0,-61.6,91-180,4,0-30,3500+,25000+,good,striking,down,1,0,1,0,9.754871528207344,4.219507705176107,4.219507705176107,0.044776119402985,1.0,0.9461,77.9,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.92,78
content_f986bd514b6e,client_7f2253d7e2,0.0,0.0,unknown,0.0,keyword article,unknown,3803.0,24853.0,,gemini-2.5-flash,172,20,22456,1,5,4,4,0,0,1,88,4,3401,0,0,8566,0,1,0.0,6.6,0.0,20.0,0.0,-60.3,91-180,4,0-30,3500+,15000-25000,good,page_1,down,1,0,1,0,10.01935764857854,0.6931471805599453,1.6094379124341005,0.0,4.0,0.8648,77.9,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,79
content_7368877ea310,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,2591.0,16498.0,,gemini-2.5-flash,231,194,59472,77,107,82,74,3,0,46,88,43,3778,16,16,20472,25,23,0.13,24.8,3.66,42.99,0.0,-81.5,181-365,5,181+,2000-3500,15000-25000,excellent,page_3_5,down,1,0,1,0,10.993277707031128,4.356708826689592,4.418840607796598,0.0365853658536585,1.0649350649350648,0.8519,77.9,HIGH,REFRESH,High-Value Asset Under Pressure,0.88,80
content_730c6b20e33b,client_3fdba35f04,210.0,0.04,LOW,1.09,keyword article,commercial,2803.0,16924.0,openai,gemini-3-flash-preview,96,14,6621,6,56,44,43,2,0,18,88,12,960,2,5,2665,0,2,0.09,16.2,4.55,32.14,0.0,-64.0,91-180,4,0-30,2000-3500,15000-25000,good,striking,down,1,0,0,0,8.798152718107191,1.9459101490553128,3.80666248977032,0.0454545454545454,7.333333333333333,0.9536,77.8,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.93,81
content_b1e80da487a2,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4199.0,26601.0,,gemini-2.5-flash,224,20,23228,39,50,45,44,0,0,15,88,37,3904,13,10,5749,11,16,0.17,5.6,0.0,30.0,0.0,-32.1,181-365,5,0-30,3500+,25000+,good,page_1,down,1,0,1,0,10.053156777054832,3.688879454113936,3.828641396489095,0.0,1.1538461538461535,0.8863,77.8,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,82
content_8a918f6d5dec,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4292.0,28201.0,,gemini-2.5-flash,147,20,18052,34,39,36,36,0,1,15,82,10,91,0,0,225,0,2,0.19,5.6,0.0,38.46,2.78,-59.6,91-180,4,0-30,3500+,25000+,good,page_1,down,1,0,1,0,9.80106715493666,3.555348061489413,3.610917912644224,0.0,1.0588235294117647,0.9018,77.8,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.9,83
content_1bfaa38ff26c,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3861.0,24672.0,,gemini-2.5-flash,231,194,25715,60,90,80,76,3,0,39,88,50,2305,7,12,9101,22,34,0.23,22.2,3.75,43.33,0.0,-74.7,181-365,5,181+,3500+,15000-25000,good,page_3_5,down,1,0,1,0,10.154868645261578,4.110873864173311,4.394449154672439,0.0375,1.3333333333333333,0.8825,77.8,HIGH,REFRESH,High-Value Asset Under Pressure,0.89,84
content_bfaaf0a4bbd3,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3619.0,23559.0,,gemini-2.5-flash,141,20,15213,52,63,57,56,3,0,22,88,42,3013,12,12,5054,23,27,0.34,18.0,5.26,34.92,0.0,-40.4,91-180,4,0-30,3500+,15000-25000,good,striking,down,1,0,1,0,9.629971335557247,3.970291913552122,4.060443010546419,0.0526315789473684,1.0961538461538465,0.9445,77.8,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.92,85
content_6b8b9762158c,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3799.0,24998.0,,gemini-2.5-flash,224,20,36929,54,85,69,66,2,0,30,88,42,1616,5,8,9248,12,21,0.15,5.6,2.9,35.29,0.0,-82.5,181-365,5,0-30,3500+,15000-25000,excellent,page_1,down,1,0,1,0,10.516779507846609,4.007333185232471,4.248495242049359,0.0289855072463768,1.2777777777777777,0.8666,77.8,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,86
content_132e90e4a575,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3546.0,22304.0,,gemini-2.5-flash,224,20,71429,242,274,214,211,8,0,86,88,82,10890,57,53,31833,101,89,0.34,4.4,3.74,31.39,0.0,-65.8,181-365,5,0-30,3500+,15000-25000,excellent,page_1,down,1,0,1,0,11.176473228149018,5.493061443340548,5.3706380281276624,0.0373831775700934,0.8842975206611571,0.8798,77.8,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,87
content_b5964a1a276f,client_19581e27de,1000.0,0.02,LOW,0.91,keyword article,informational,0.0,0.0,,,153,104,1872,0,4,4,4,0,0,1,82,3,76,0,3,416,0,1,0.0,2.0,0.0,25.0,0.0,-81.7,91-180,4,91-180,unknown,unknown,moderate,top_3,down,1,0,0,1,7.535296702444088,0.0,1.6094379124341005,0.0,4.0,0.9136,77.8,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.82,88
content_87113002b4dd,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4908.0,31831.0,,gemini-2.5-flash,147,20,35904,234,293,264,259,10,3,124,88,72,2817,31,33,12300,78,89,0.65,18.1,3.79,42.32,1.14,-77.1,91-180,4,0-30,3500+,25000+,excellent,striking,down,1,0,1,0,10.488631840544418,5.459585514144159,5.579729825986222,0.0378787878787878,1.1282051282051282,0.942,77.7,HIGH,REFRESH,High-Value Asset Under Pressure,0.92,89
content_9fcddb149dee,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,2962.0,20586.0,google,gemini-2.5-flash,139,104,6831,4,3,3,3,0,0,0,88,3,375,0,0,1308,1,1,0.06,3.5,0.0,0.0,0.0,-71.3,91-180,4,91-180,2000-3500,15000-25000,good,page_1,down,1,0,1,0,8.829372735468406,1.6094379124341005,1.3862943611198906,0.0,0.75,0.8533,77.7,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,90
content_0ff563db5034,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5644.0,36805.0,,gemini-3-flash-preview,286,104,1563,0,17,9,9,0,0,0,85,6,103,0,6,274,0,1,0.0,2.2,0.0,0.0,0.0,-62.4,181-365,5,91-180,3500+,25000+,moderate,top_3,down,1,0,1,0,7.355001921105257,0.0,2.302585092994046,0.0,9.0,0.9197,77.7,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.82,91
content_45af13de0a63,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4233.0,27364.0,,gemini-2.5-flash,224,20,35224,99,137,118,114,6,0,53,88,55,3589,11,12,12085,35,38,0.28,5.2,5.08,38.69,0.0,-70.3,181-365,5,0-30,3500+,25000+,excellent,page_1,down,1,0,1,0,10.469511336766882,4.605170185988092,4.77912349311153,0.0508474576271186,1.1919191919191918,0.8898,77.7,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,92
content_12913e63df31,client_3fdba35f04,50.0,0.1,LOW,0.0,keyword article,transactional,1554.0,9947.0,,gpt-4o-mini,174,104,1915,1,27,23,23,0,0,10,87,10,247,0,2,574,0,2,0.05,18.2,0.0,37.04,0.0,-57.0,91-180,4,91-180,1000-2000,8000-15000,moderate,striking,down,1,0,0,0,7.557994958530806,0.6931471805599453,3.1780538303479458,0.0,10.0,0.9184,77.7,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.82,93
content_c2d5e457ebae,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3341.0,21786.0,,gemini-2.5-flash,224,20,41827,160,190,165,160,4,2,69,88,61,4075,23,30,10655,44,45,0.38,8.1,2.42,36.32,1.21,-61.8,181-365,5,0-30,2000-3500,15000-25000,excellent,page_1,down,1,0,1,0,10.64132125071848,5.081404364984463,5.111987788356544,0.0242424242424242,1.03125,0.891,77.7,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.9,94
content_4cd4de97b693,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,7255.0,47704.0,,gemini-3-flash-preview,286,104,9781,3,173,111,111,0,0,7,88,27,3874,2,61,2082,1,13,0.03,11.7,0.0,4.05,0.0,86.1,181-365,5,91-180,3500+,25000+,good,striking,up,0,0,1,0,9.188299241099305,1.3862943611198906,4.718498871295094,0.0,10.0,0.8289,77.6,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.86,95
content_a6d9cfdbd0e7,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4015.0,27895.0,,gemini-2.5-flash,224,20,34991,161,187,161,157,1,0,67,88,74,5501,47,52,11305,57,53,0.46,10.1,0.62,35.83,0.0,-51.3,181-365,5,0-30,3500+,25000+,excellent,striking,down,1,0,1,0,10.462874742916547,5.087596335232384,5.087596335232384,0.0062111801242236,1.0,0.9043,77.6,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.9,96
content_2db43735a69a,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4109.0,27283.0,,gemini-2.5-flash,225,20,36130,145,198,126,117,5,0,66,88,56,4705,36,27,12645,45,35,0.4,11.1,3.97,33.33,0.0,-62.8,181-365,5,0-30,3500+,25000+,excellent,striking,down,1,0,1,0,10.49490650158872,4.983606621708336,4.844187086458591,0.0396825396825396,0.8689655172413793,0.902,77.6,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.9,97
content_f488400fca67,client_9400f1b21c,0.0,0.0,unknown,0.0,keyword article,unknown,1113.0,8048.0,,gpt-5-mini,306,305,155,0,1,1,1,0,0,0,44,1,14,0,0,25,0,1,0.0,5.7,0.0,0.0,0.0,-44.0,181-365,5,181+,1000-2000,8000-15000,low,page_1,down,1,0,1,0,5.049856007249537,0.0,0.6931471805599453,0.0,1.0,0.8541,77.6,HIGH,REFRESH,Routine Operational Monitoring,0.7,98
content_1732b5bbc2d5,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3783.0,23903.0,,gemini-2.5-flash,224,20,44809,157,192,164,158,4,0,68,88,71,5690,26,36,15043,66,57,0.35,6.7,2.44,35.42,0.0,-62.2,181-365,5,0-30,3500+,15000-25000,excellent,page_1,down,1,0,1,0,10.710186607780187,5.062595033026967,5.10594547390058,0.024390243902439,1.0445859872611465,0.8811,77.6,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,99
content_8330b826f55b,client_3fdba35f04,20.0,0.1,LOW,1.28,keyword article,informational,2660.0,16553.0,,gemini-3-flash-preview,165,26,24808,6,194,166,164,0,0,57,88,28,5574,1,15,8756,1,9,0.02,16.5,0.0,29.38,0.0,-36.3,91-180,4,0-30,2000-3500,15000-25000,good,striking,down,1,0,0,0,10.11896176954543,1.9459101490553128,5.117993812416755,0.0,10.0,0.8506,77.6,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,100
content_0ad759bc5d3d,client_19581e27de,110.0,0.23,LOW,0.28,keyword article,informational,2886.0,21552.0,google,gemini-2.5-flash,139,104,3409,0,10,10,9,0,0,1,88,6,484,0,7,940,0,1,0.0,4.3,0.0,10.0,0.0,-48.5,91-180,4,91-180,2000-3500,15000-25000,good,page_1,down,1,0,0,0,8.134467570277563,0.0,2.3978952727983707,0.0,10.0,0.8785,77.6,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,101
content_65a668d53c13,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3990.0,26563.0,,gemini-2.5-flash,147,20,8305,5,11,8,8,0,0,7,88,8,303,1,1,2126,2,4,0.06,2.9,0.0,63.64,0.0,-85.7,91-180,4,0-30,3500+,25000+,good,top_3,down,1,0,1,0,9.024733424190698,1.791759469228055,2.19722457733622,0.0,1.6,0.9157,77.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.91,102
content_c0ef2f7a1365,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1566.0,10161.0,,gpt-4o-mini,263,104,2072,0,59,48,48,1,0,24,86,13,132,0,3,592,0,1,0.0,12.0,2.08,40.68,0.0,-77.7,181-365,5,91-180,1000-2000,8000-15000,moderate,striking,down,1,0,1,0,7.636752112435779,0.0,3.8918202981106265,0.0208333333333333,10.0,0.9069,77.5,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.81,103
content_70d45393d649,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,transactional,4218.0,27565.0,google,gemini-2.5-flash,132,20,46050,343,393,351,336,5,4,172,88,84,7004,69,79,17371,132,137,0.74,18.3,1.42,43.77,1.14,-59.7,91-180,4,0-30,3500+,25000+,excellent,striking,down,1,0,1,0,10.737504756974277,5.840641657373398,5.863631175598097,0.0142450142450142,1.0233236151603498,0.9328,77.5,HIGH,REFRESH,High-Value Asset Under Pressure,0.92,104
content_8021933ea0f8,client_3fdba35f04,10.0,0.86,HIGH,0.74,keyword article,transactional,1605.0,9973.0,openai,gpt-4o-mini,124,104,3340,3,27,21,20,0,0,1,87,7,207,1,2,623,0,3,0.09,15.8,0.0,3.7,0.0,-66.8,91-180,4,91-180,1000-2000,8000-15000,good,striking,down,1,0,0,0,8.114025442356757,1.3862943611198906,3.091042453358316,0.0,7.0,0.8897,77.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,105
content_46c51f46d26c,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3940.0,25907.0,,gemini-2.5-flash,225,20,13341,1,5,5,5,0,0,2,88,5,923,1,1,2907,0,0,0.01,3.9,0.0,40.0,0.0,-68.2,181-365,5,0-30,3500+,25000+,good,page_1,down,1,0,1,0,9.498672233269462,0.6931471805599453,1.791759469228055,0.0,5.0,0.8854,77.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,106
content_a0961c8c08e5,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3600.0,23495.0,,gemini-2.5-flash,224,20,32789,89,140,127,122,7,0,47,88,62,4743,18,33,9961,29,39,0.27,10.9,5.51,33.57,0.0,-52.4,181-365,5,0-30,3500+,15000-25000,excellent,striking,down,1,0,1,0,10.397878869838694,4.499809670330265,4.852030263919617,0.0551181102362204,1.4269662921348314,0.8881,77.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.89,107
content_4941005461b4,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5637.0,36809.0,,gemini-3-flash-preview,148,104,5227,1,25,14,14,0,0,0,88,9,253,1,11,1205,0,3,0.02,9.2,0.0,0.0,0.0,-79.0,91-180,4,91-180,3500+,25000+,good,page_1,down,1,0,1,0,8.561784074744113,0.6931471805599453,2.70805020110221,0.0,10.0,0.8568,77.5,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.88,108
